7720,5630.8
7730,5466.4
7740,4712.9
7750,5240.6
7760,5686.8
7770,5460.0
7780,4792.9
7790,5220.9
7800,5346.8
7810,5113.7
7820,4936.6
7830,5321.0
7840,5447.4
7850,4948.4
7860,5657.6
7870,5066.2
7880,5366.3
7890,5312.3
7900,5073.4
7910,4507.2
7920,5310.9
7930,4134.5
7940,4630.8
7950,5055.6
7960,5552.5
7970,4392.4
7980,4911.1
7990,5161.5
8000,5493.2
8010,5357.5
8020,5498.1
8030,4853.6
8040,4779.8
8050,3028.5
8060,4076.0
8070,4608.8
8080,4804.5
8090,4737.6
8100,4832.1
8110,4642.9
8120,4920.6
8130,4405.7
8140,4357.7
8150,4252.6
8160,3812.2
8170,4743.8
8180,4283.5
8190,4885.1
8200,4854.8
8210,5808.7
8220,5820.3
8230,5112.3
8240,2802.8
8250,5192.7
8260,4930.1
8270,5776.8
8280,5107.7
8290,4728.0
8300,5137.8
8310,5708.7
8320,5958.9
8330,5965.2
8340,5410.4
8350,3067.3
8360,2888.9
8370,3085.8
8380,2820.4
8390,3300.1
8400,4043.2
8410,4496.0
8420,6001.0
8430,5593.2
8440,5314.7
8450,5217.9
8460,4898.8
8470,3760.7
8480,4278.7
8490,5265.1
8500,4870.9
8510,5069.0
